Wavenumber,Transmittance
3107.3756,0.7459
3108.34002,0.74578
3109.30445,0.74637
3110.26887,0.74689
3111.2333,0.74697
3112.19772,0.74684
3113.16214,0.74801
3114.12657,0.74897
3115.09099,0.74858
3116.05542,0.74863
3117.01984,0.74981
3117.98427,0.74955
3118.94869,0.74891
3119.91312,0.74998
3120.87754,0.75119
3121.84196,0.75034
3122.80639,0.74899
3123.77081,0.74975
3124.73524,0.75081
3125.69966,0.75061
3126.66409,0.74973
3127.62851,0.74925
3128.59294,0.74945
3129.55736,0.74987
3130.52178,0.75075
3131.48621,0.75204
3132.45063,0.7519
3133.41506,0.75143
3134.37948,0.75241
3135.34391,0.75297
3136.30833,0.75318
3137.27276,0.75362
3138.23718,0.75374
3139.2016,0.75356
3140.16603,0.75373
3141.13045,0.75418
3142.09488,0.7541
3143.0593,0.75376
3144.02373,0.75412
3144.98815,0.75414
3145.95258,0.75389
3146.917,0.75383
3147.88142,0.75438
3148.84585,0.75465
3149.81027,0.75498
3150.7747,0.75536
3151.73912,0.75567
3152.70355,0.75611
3153.66797,0.75632
3154.6324,0.7564
3155.59682,0.75691
3156.56124,0.75751
3157.52567,0.75753
3158.49009,0.75759
3159.45452,0.75826
3160.41894,0.7585
3161.38337,0.75822
3162.34779,0.75808
3163.31222,0.7584
3164.27664,0.75812
3165.24107,0.75784
3166.20549,0.75803
3167.16991,0.75841
3168.13434,0.75835
3169.09876,0.75844
3170.06319,0.75868
3171.02761,0.75938
3171.99204,0.75971
3172.95646,0.7593
3173.92089,0.75972
3174.88531,0.76111
3175.84973,0.76262
3176.81416,0.76299
3177.77858,0.76173
3178.74301,0.76164
3179.70743,0.76207
3180.67186,0.76185
3181.63628,0.7621
3182.60071,0.76278
3183.56513,0.76269
3184.52955,0.76215
3185.49398,0.76195
3186.4584,0.76232
3187.42283,0.76227
3188.38725,0.76221
3189.35168,0.76273
3190.3161,0.76328
3191.28053,0.76307
3192.24495,0.76302
3193.20937,0.76359
3194.1738,0.76454
3195.13822,0.76538
3196.10265,0.76597
3197.06707,0.76619
3198.0315,0.76583
3198.99592,0.76567
3199.96035,0.76596
3200.92477,0.76636
3201.88919,0.76616
3202.85362,0.76529
3203.81804,0.76512
3204.78247,0.76538
3205.74689,0.76535
3206.71132,0.7657
3207.67574,0.76687
3208.64017,0.76715
3209.60459,0.76606
3210.56901,0.76632
3211.53344,0.76801
3212.49786,0.76942
3213.46229,0.7687
3214.42671,0.76763
3215.39114,0.76847
3216.35556,0.76946
3217.31999,0.77033
3218.28441,0.77018
3219.24883,0.76964
3220.21326,0.76959
3221.17768,0.76934
3222.14211,0.76892
3223.10653,0.76913
3224.07096,0.76918
3225.03538,0.769
3225.99981,0.76883
3226.96423,0.7687
3227.92865,0.76901
3228.89308,0.76924
3229.8575,0.76908
3230.82193,0.76927
3231.78635,0.76974
3232.75078,0.76984
3233.7152,0.77023
3234.67963,0.77155
3235.64405,0.77186
3236.60847,0.77137
3237.5729,0.77138
3238.53732,0.77159
3239.50175,0.77093
3240.46617,0.77016
3241.4306,0.77043
3242.39502,0.77164
3243.35945,0.77242
3244.32387,0.77098
3245.28829,0.76941
3246.25272,0.76972
3247.21714,0.77023
3248.18157,0.77037
3249.14599,0.77023
3250.11042,0.77085
3251.07484,0.77162
3252.03927,0.77216
3253.00369,0.77198
3253.96812,0.77158
3254.93254,0.77232
3255.89696,0.7727
3256.86139,0.7722
3257.82581,0.77261
3258.79024,0.77278
3259.75466,0.77202
3260.71909,0.77178
3261.68351,0.77207
3262.64794,0.77204
3263.61236,0.77167
3264.57678,0.77124
3265.54121,0.77124
3266.50563,0.77125
3267.47006,0.77081
3268.43448,0.77042
3269.39891,0.77082
3270.36333,0.77143
3271.32776,0.77216
3272.29218,0.77285
3273.2566,0.77298
3274.22103,0.77331
3275.18545,0.77377
3276.14988,0.77293
3277.1143,0.77337
3278.07873,0.77365
3279.04315,0.77286
3280.00758,0.7728
3280.972,0.7735
3281.93642,0.77338
3282.90085,0.77243
3283.86527,0.77179
3284.8297,0.77206
3285.79412,0.7721
3286.75855,0.77194
3287.72297,0.77204
3288.6874,0.77239
3289.65182,0.77282
3290.61624,0.77309
3291.58067,0.77312
3292.54509,0.77327
3293.50952,0.77283
3294.47394,0.77306
3295.43837,0.77429
3296.40279,0.77478
3297.36722,0.77378
3298.33164,0.77342
3299.29606,0.77354
3300.26049,0.77309
3301.22491,0.77231
3302.18934,0.77145
3303.15376,0.77092
3304.11819,0.77057
3305.08261,0.7703
3306.04704,0.77069
3307.01146,0.7715
3307.97588,0.7709
3308.94031,0.76967
3309.90473,0.77022
3310.86916,0.77124
3311.83358,0.77151
3312.79801,0.77049
3313.76243,0.77039
3314.72686,0.77096
3315.69128,0.77078
3316.6557,0.76996
3317.62013,0.7696
3318.58455,0.76924
3319.54898,0.76854
3320.5134,0.76798
3321.47783,0.76769
3322.44225,0.76718
3323.40668,0.76623
3324.3711,0.76519
3325.33552,0.76485
3326.29995,0.7644
3327.26437,0.76396
3328.2288,0.76345
3329.19322,0.76311
3330.15765,0.76281
3331.12207,0.7623
3332.0865,0.76205
3333.05092,0.76268
3334.01534,0.76248
3334.97977,0.76214
3335.94419,0.76115
3336.90862,0.75962
3337.87304,0.75959
3338.83747,0.75912
3339.80189,0.758
3340.76632,0.75716
3341.73074,0.75637
3342.69516,0.75545
3343.65959,0.75479
3344.62401,0.75429
3345.58844,0.75382
3346.55286,0.75301
3347.51729,0.75204
3348.48171,0.75161
3349.44614,0.75089
3350.41056,0.75003
3351.37499,0.74955
3352.33941,0.74947
3353.30383,0.74965
3354.26826,0.74955
3355.23268,0.74823
3356.19711,0.74697
3357.16153,0.74621
3358.12596,0.74553
3359.09038,0.74419
3360.05481,0.74313
3361.01923,0.74206
3361.98365,0.74094
3362.94808,0.74054
3363.9125,0.74009
3364.87693,0.73886
3365.84135,0.73745
3366.80578,0.73686
3367.7702,0.73632
3368.73463,0.73554
3369.69905,0.73503
3370.66347,0.73468
3371.6279,0.73449
3372.59232,0.73396
3373.55675,0.73287
3374.52117,0.73202
3375.4856,0.73171
3376.45002,0.73111
3377.41445,0.73004
3378.37887,0.72894
3379.34329,0.72814
3380.30772,0.72717
3381.27214,0.72625
3382.23657,0.72585
3383.20099,0.72593
3384.16542,0.72454
3385.12984,0.72269
3386.09427,0.72203
3387.05869,0.72155
3388.02311,0.72046
3388.98754,0.72005
3389.95196,0.72136
3390.91639,0.72229
3391.88081,0.72008
3392.84524,0.71735
3393.80966,0.71865
3394.77409,0.72064
3395.73851,0.72039
3396.70293,0.71756
3397.66736,0.71593
3398.63178,0.71635
3399.59621,0.71556
3400.56063,0.7147
3401.52506,0.71443
3402.48948,0.71389
3403.45391,0.7124
3404.41833,0.71167
3405.38275,0.71186
3406.34718,0.71147
3407.3116,0.71051
3408.27603,0.71009
3409.24045,0.71015
3410.20488,0.71
3411.1693,0.70973
3412.13373,0.70932
3413.09815,0.70854
3414.06257,0.70761
3415.027,0.70639
3415.99142,0.70583
3416.95585,0.70655
3417.92027,0.70787
3418.8847,0.70824
3419.84912,0.70642
3420.81355,0.70441
3421.77797,0.70357
3422.74239,0.70278
3423.70682,0.70288
3424.67124,0.70293
3425.63567,0.70233
3426.60009,0.70163
3427.56452,0.70123
3428.52894,0.70156
3429.49337,0.70196
3430.45779,0.70119
3431.42221,0.70052
3432.38664,0.70053
3433.35106,0.70029
3434.31549,0.69985
3435.27991,0.69944
3436.24434,0.69851
3437.20876,0.69732
3438.17319,0.69637
3439.13761,0.69664
3440.10204,0.69701
3441.06646,0.69541
3442.03088,0.69108
3442.99531,0.69005
3443.95973,0.69383
3444.92416,0.69758
3445.88858,0.69733
3446.85301,0.69012
3447.81743,0.68797
3448.78186,0.69049
3449.74628,0.69072
3450.7107,0.69047
3451.67513,0.69022
3452.63955,0.68991
3453.60398,0.68927
3454.5684,0.68893
3455.53283,0.68776
3456.49725,0.68653
3457.46168,0.6856
3458.4261,0.68546
3459.39052,0.68579
3460.35495,0.68526
3461.31937,0.68378
3462.2838,0.68155
3463.24822,0.68062
3464.21265,0.68157
3465.17707,0.6817
3466.1415,0.67994
3467.10592,0.6785
3468.07034,0.67911
3469.03477,0.6789
3469.99919,0.67812
3470.96362,0.6784
3471.92804,0.67958
3472.89247,0.68019
3473.85689,0.67952
3474.82132,0.67701
3475.78574,0.67565
3476.75016,0.67574
3477.71459,0.677
3478.67901,0.67946
3479.64344,0.68066
3480.60786,0.68019
3481.57229,0.67756
3482.53671,0.67512
3483.50114,0.67687
3484.46556,0.67876
3485.42998,0.68082
3486.39441,0.68277
3487.35883,0.68185
3488.32326,0.68067
3489.28768,0.68318
3490.25211,0.68406
3491.21653,0.68401
3492.18096,0.68576
3493.14538,0.68898
3494.1098,0.69079
3495.07423,0.69012
3496.03865,0.68809
3497.00308,0.68694
3497.9675,0.68763
3498.93193,0.68984
3499.89635,0.69508
3500.86078,0.70077
3501.8252,0.70139
3502.78962,0.69665
3503.75405,0.69335
3504.71847,0.69438
3505.6829,0.69783
3506.64732,0.70394
3507.61175,0.70942
3508.57617,0.70801
3509.5406,0.70424
3510.50502,0.70717
3511.46944,0.70999
3512.43387,0.71095
3513.39829,0.71108
3514.36272,0.71261
3515.32714,0.71491
3516.29157,0.71531
3517.25599,0.7136
3518.22042,0.71193
3519.18484,0.7125
3520.14926,0.71696
3521.11369,0.72123
3522.07811,0.71929
3523.04254,0.71417
3524.00696,0.71655
3524.97139,0.7226
3525.93581,0.72711
3526.90024,0.72746
3527.86466,0.72711
3528.82909,0.72644
3529.79351,0.72723
3530.75793,0.7268
3531.72236,0.72702
3532.68678,0.73067
3533.65121,0.73594
3534.61563,0.73983
3535.58006,0.7364
3536.54448,0.7317
3537.50891,0.73356
3538.47333,0.7334
3539.43775,0.73087
3540.40218,0.73196
3541.3666,0.73529
3542.33103,0.73719
3543.29545,0.73867
3544.25988,0.73947
3545.2243,0.7399
3546.18873,0.73982
3547.15315,0.73835
3548.11757,0.73784
3549.082,0.74264
3550.04642,0.74889
3551.01085,0.7479
3551.97527,0.74443
3552.9397,0.74372
3553.90412,0.7454
3554.86855,0.74737
3555.83297,0.74844
3556.79739,0.74823
3557.76182,0.74985
3558.72624,0.74945
3559.69067,0.7425
3560.65509,0.74069
3561.61952,0.74282
3562.58394,0.74588
3563.54837,0.75053
3564.51279,0.755
3565.47721,0.75571
3566.44164,0.75475
3567.40606,0.75337
3568.37049,0.75056
3569.33491,0.75267
3570.29934,0.75619
3571.26376,0.75829
3572.22819,0.76235
3573.19261,0.76306
3574.15703,0.76169
3575.12146,0.7632
3576.08588,0.76448
3577.05031,0.76327
3578.01473,0.7654
3578.97916,0.76317
3579.94358,0.75625
3580.90801,0.75251
3581.87243,0.74906
3582.83685,0.74938
3583.80128,0.76089
3584.7657,0.77058
3585.73013,0.77109
3586.69455,0.76793
3587.65898,0.76464
3588.6234,0.75642
3589.58783,0.75287
3590.55225,0.76643
3591.51667,0.77508
3592.4811,0.77298
3593.44552,0.77189
3594.40995,0.77183
3595.37437,0.76532
3596.3388,0.76875
3597.30322,0.77782
3598.26765,0.78031
3599.23207,0.78335
3600.19649,0.77662
3601.16092,0.76652
3602.12534,0.7632
3603.08977,0.76175
3604.05419,0.76853
3605.01862,0.78176
3605.98304,0.78157
3606.94747,0.77604
3607.91189,0.77443
3608.87631,0.76721
3609.84074,0.76985
3610.80516,0.78983
3611.76959,0.78147
3612.73401,0.76863
3613.69844,0.76402
3614.66286,0.76057
3615.62729,0.78131
3616.59171,0.80289
3617.55613,0.80332
3618.52056,0.79829
3619.48498,0.7817
3620.44941,0.7735
3621.41383,0.77286
3622.37826,0.7678
3623.34268,0.76062
3624.30711,0.76324
3625.27153,0.77975
3626.23596,0.8064
3627.20038,0.81686
3628.1648,0.79818
3629.12923,0.77392
3630.09365,0.76834
3631.05808,0.79125
3632.0225,0.80452
3632.98693,0.79609
3633.95135,0.78398
3634.91578,0.79036
3635.8802,0.79752
3636.84462,0.79563
3637.80905,0.78914
3638.77347,0.78883
3639.7379,0.79054
3640.70232,0.7836
3641.66675,0.76696
3642.63117,0.75479
3643.5956,0.76121
3644.56002,0.78077
3645.52444,0.79113
3646.48887,0.78972
3647.45329,0.79502
3648.41772,0.80323
3649.38214,0.79563
3650.34657,0.77664
3651.31099,0.75659
3652.27542,0.77263
3653.23984,0.79897
3654.20426,0.81962
3655.16869,0.81281
3656.13311,0.78362
3657.09754,0.78338
3658.06196,0.79608
3659.02639,0.79643
3659.99081,0.7934
3660.95524,0.79099
3661.91966,0.78701
3662.88408,0.77905
3663.84851,0.76969
3664.81293,0.76461
3665.77736,0.77339
3666.74178,0.79658
3667.70621,0.80853
3668.67063,0.7906
3669.63506,0.75953
3670.59948,0.72265
3671.5639,0.74652
3672.52833,0.80781
3673.49275,0.83797
3674.45718,0.80942
3675.4216,0.77132
3676.38603,0.77112
3677.35045,0.79255
3678.31488,0.79667
3679.2793,0.78192
3680.24372,0.77729
3681.20815,0.78008
3682.17257,0.77472
3683.137,0.76595
3684.10142,0.76114
3685.06585,0.77291
3686.03027,0.79886
3686.9947,0.79814
3687.95912,0.78972
3688.92354,0.7908
3689.88797,0.79583
3690.85239,0.78481
3691.81682,0.7783
3692.78124,0.79001
3693.74567,0.79306
3694.71009,0.79141
3695.67452,0.78473
3696.63894,0.77948
3697.60336,0.78495
3698.56779,0.79765
3699.53221,0.81216
3700.49664,0.81091
3701.46106,0.78521
3702.42549,0.77513
3703.38991,0.7801
3704.35434,0.7763
3705.31876,0.77051
3706.28318,0.77375
3707.24761,0.7893
3708.21203,0.79363
3709.17646,0.79327
3710.14088,0.80012
3711.10531,0.79837
3712.06973,0.78151
3713.03416,0.77489
3713.99858,0.78285
3714.96301,0.78124
3715.92743,0.78513
3716.89185,0.78961
3717.85628,0.78502
3718.8207,0.7777
3719.78513,0.78973
3720.74955,0.7988
3721.71398,0.78094
3722.6784,0.77857
3723.64283,0.79855
3724.60725,0.79974
3725.57167,0.78239
3726.5361,0.76103
3727.50052,0.75816
3728.46495,0.76924
3729.42937,0.78058
3730.3938,0.78764
3731.35822,0.77535
3732.32265,0.77952
3733.28707,0.81778
3734.25149,0.81302
3735.21592,0.78738
3736.18034,0.7759
3737.14477,0.76733
3738.10919,0.75877
3739.07362,0.75709
3740.03804,0.76097
3741.00247,0.77425
3741.96689,0.82227
3742.93131,0.83969
3743.89574,0.76393
3744.86016,0.7106
3745.82459,0.74623
3746.78901,0.78469
3747.75344,0.80834
3748.71786,0.80404
3749.68229,0.80466
3750.64671,0.81725
3751.61113,0.78221
3752.57556,0.7547
3753.53998,0.76961
3754.50441,0.78677
3755.46883,0.7914
3756.43326,0.79141
3757.39768,0.8075
3758.36211,0.80732
3759.32653,0.77648
3760.29095,0.76684
3761.25538,0.77995
3762.2198,0.78842
3763.18423,0.79487
3764.14865,0.7935
3765.11308,0.77538
3766.0775,0.77451
3767.04193,0.80033
3768.00635,0.8194
3768.97077,0.80249
3769.9352,0.78057
3770.89962,0.78173
3771.86405,0.7867
3772.82847,0.78385
3773.7929,0.77949
3774.75732,0.78015
3775.72175,0.78901
3776.68617,0.80249
3777.65059,0.80354
3778.61502,0.79143
3779.57944,0.77846
3780.54387,0.77828
3781.50829,0.79117
3782.47272,0.79828
3783.43714,0.79912
3784.40157,0.78834
3785.36599,0.78452
3786.33041,0.78854
3787.29484,0.79006
3788.25926,0.78913
3789.22369,0.7852
3790.18811,0.77982
3791.15254,0.77594
3792.11696,0.77694
3793.08139,0.78406
3794.04581,0.79309
3795.01023,0.78608
3795.97466,0.75689
3796.93908,0.74805
3797.90351,0.77781
3798.86793,0.8157
3799.83236,0.81837
3800.79678,0.78106
3801.76121,0.74848
3802.72563,0.75861
3803.69005,0.78952
3804.65448,0.82002
3805.6189,0.82035
3806.58333,0.78452
3807.54775,0.76943
3808.51218,0.77727
3809.4766,0.77337
3810.44103,0.76583
3811.40545,0.76654
3812.36988,0.77953
3813.3343,0.80046
3814.29872,0.80577
3815.26315,0.76298
3816.22757,0.72722
3817.192,0.76146
3818.15642,0.8072
3819.12085,0.82769
3820.08527,0.80287
3821.0497,0.76359
3822.01412,0.75745
3822.97854,0.77706
3823.94297,0.79037
3824.90739,0.79354
3825.87182,0.77965
3826.83624,0.76358
3827.80067,0.76904
3828.76509,0.78346
3829.72952,0.79142
3830.69394,0.77539
3831.65836,0.75511
3832.62279,0.77041
3833.58721,0.77803
3834.55164,0.77307
3835.51606,0.78135
3836.48049,0.79159
3837.44491,0.77842
3838.40934,0.77619
3839.37376,0.7863
3840.33818,0.78053
3841.30261,0.79021
3842.26703,0.80046
3843.23146,0.78035
3844.19588,0.76437
3845.16031,0.76503
3846.12473,0.7589
3847.08916,0.7512
3848.05358,0.74872
3849.018,0.75727
3849.98243,0.79073
3850.94685,0.81339
3851.91128,0.81488
3852.8757,0.80607
3853.84013,0.77094
3854.80455,0.76301
3855.76898,0.77723
3856.7334,0.76483
3857.69782,0.75805
3858.66225,0.76949
3859.62667,0.7807
3860.5911,0.78336
3861.55552,0.77864
3862.51995,0.78797
3863.48437,0.78403
3864.4488,0.74759
3865.41322,0.73889
3866.37764,0.77466
3867.34207,0.80785
3868.30649,0.80257
3869.27092,0.77045
3870.23534,0.75743
3871.19977,0.783
3872.16419,0.80542
3873.12862,0.7898
3874.09304,0.75272
3875.05746,0.75017
3876.02189,0.76679
3876.98631,0.78308
3877.95074,0.80104
3878.91516,0.79717
3879.87959,0.75914
3880.84401,0.74741
3881.80844,0.77475
3882.77286,0.79538
3883.73728,0.80611
3884.70171,0.78751
3885.66613,0.74711
3886.63056,0.7498
3887.59498,0.77517
3888.55941,0.79582
3889.52383,0.80853
3890.48826,0.79161
3891.45268,0.7656
3892.4171,0.76381
3893.38153,0.76214
3894.34595,0.75805
3895.31038,0.76456
3896.2748,0.77603
3897.23923,0.78036
3898.20365,0.77446
3899.16808,0.77137
3900.1325,0.77893
3901.09693,0.78212
3902.06135,0.78156
3903.02577,0.78284
3903.9902,0.77895
3904.95462,0.77599
3905.91905,0.77489
3906.88347,0.77845
3907.8479,0.78273
3908.81232,0.78146
3909.77675,0.7777
3910.74117,0.77341
3911.70559,0.77112
3912.67002,0.77315
3913.63444,0.77935
3914.59887,0.78296
3915.56329,0.78138
3916.52772,0.77703
3917.49214,0.77634
3918.45657,0.77844
3919.42099,0.77539
3920.38541,0.77371
3921.34984,0.77937
3922.31426,0.78299
3923.27869,0.78022
3924.24311,0.77564
3925.20754,0.77224
3926.17196,0.77302
3927.13639,0.77737
3928.10081,0.77922
3929.06523,0.77943
3930.02966,0.78071
3930.99408,0.78135
3931.95851,0.77749
3932.92293,0.77542
3933.88736,0.77765
3934.85178,0.7786
3935.81621,0.77808
3936.78063,0.7757
3937.74505,0.77338
3938.70948,0.77671
3939.6739,0.7808
3940.63833,0.78215
3941.60275,0.77972
3942.56718,0.77637
3943.5316,0.77546
3944.49603,0.77709
3945.46045,0.77934
3946.42487,0.7797
3947.3893,0.77906
3948.35372,0.77923
3949.31815,0.77862
3950.28257,0.77756
3951.247,0.77951
3952.21142,0.78002
3953.17585,0.77864
3954.14027,0.77994
3955.10469,0.78014
3956.06912,0.77841
3957.03354,0.7787
3957.99797,0.77922
3958.96239,0.77962
3959.92682,0.77949
3960.89124,0.78175
3961.85567,0.77754
3962.82009,0.77735
3963.78451,0.7781
3964.74894,0.77833
3965.71336,0.77904
3966.67779,0.77949
3967.64221,0.77914
3968.60664,0.77759
3969.57106,0.77757
3970.53549,0.77941
3971.49991,0.77953
3972.46433,0.77912
3973.42876,0.77963
3974.39318,0.77909
3975.35761,0.77729
3976.32203,0.77679
3977.28646,0.77827
3978.25088,0.77869
3979.21531,0.77835
3980.17973,0.77856
3981.14415,0.77825
3982.10858,0.7772
3983.073,0.77695
3984.03743,0.77717
3985.00185,0.77657
3985.96628,0.77669
3986.9307,0.77793
3987.89513,0.77856
3988.85955,0.77798
3989.82397,0.77652
3990.7884,0.77617
3991.75282,0.77805
3992.71725,0.77966
3993.68167,0.77937
3994.6461,0.77732
3995.61052,0.77677
3996.57495,0.77758
3997.53937,0.77779
3998.5038,0.77784
3999.46822,0.77772
4000.43264,0.77719
